user_id,user_name_hashed,email_hashed,signup_date,country,acquisition_channel,age
USR_1214,e3977419db2c5ccf,d948697029ea14de,2024-06-05 09:01:58.918918,CH,Social Media,41
USR_1215,cb7b9470254dc618,845053d7b42bc4f8,2024-06-06 02:34:14.054054,DE,Organic,51
USR_1216,98e22f78848acc4a,ea901ec8e268f779,2024-06-06 20:06:29.189189,NL,Organic,39
USR_1217,c7e0e4df88ee5d78,48645745a7189d93,2024-06-07 13:38:44.324324,CH,Social Media,20
USR_1218,d917d1e0774c0b77,9568b013a20cb6a6,2024-06-08 07:10:59.459459,CH,Social Media,29
USR_1219,4ace998ba334e2d7,3d9861db529822d0,2024-06-09 00:43:14.594594,UK,Organic,45
USR_1220,943d3d57dbba148a,366d629d859ac4f8,2024-06-09 18:15:29.729729,CH,Email,47
USR_1221,1e9b83ea85df0ecd,6342b4de34714b72,2024-06-10 11:47:44.864864,CH,Organic,43
USR_1222,d04ec37abbac4a41,95142a0089b03c76,2024-06-11 05:20:00.000000,DE,Paid Search,38
USR_1223,6fb9d26f65e9395b,01d3db8251d5d02b,2024-06-11 22:52:15.135135,NL,Email,45
USR_1224,2dddf678d912abe3,6e3913852f512d76,2024-06-12 16:24:30.270270,DE,Paid Search,43
USR_1225,23f28a8f6ff32d10,15f548dacce86bee,2024-06-13 09:56:45.405405,DE,Social Media,50
USR_1226,a9b14109df9e82d0,a6ecd9b8a4d14278,2024-06-14 03:29:00.540540,TR,Paid Search,38
USR_1227,0eaae2b809fc662a,2356642e195c8341,2024-06-14 21:01:15.675675,NL,Organic,52
USR_1228,428eecd8b38bc763,cd677c7750e78a16,2024-06-15 14:33:30.810810,UK,Email,51
USR_1229,9369267e6e6dd791,fae8032426292dbf,2024-06-16 08:05:45.945945,CH,Paid Search,58
USR_1230,fda9c9dc2ebfc2bd,6d615a730821e45d,2024-06-17 01:38:01.081081,UK,Referral,64
USR_1231,910cc62d55cf96a3,50bdfc8d3eb171b2,2024-06-17 19:10:16.216216,NL,Organic,35
USR_1232,ec5e95ae6fda9d61,b155a07730be779f,2024-06-18 12:42:31.351351,CH,Organic,28
USR_1233,27758e699abddc31,c8563925a502aaca,2024-06-19 06:14:46.486486,NL,Organic,40
USR_1234,db76cd066127f3c2,d9d812cd5ea94ea9,2024-06-19 23:47:01.621621,DE,Social Media,39
USR_1235,8de922d9c100802c,02e86aa104b68b9b,2024-06-20 17:19:16.756756,CH,Paid Search,34
USR_1236,ca86423278b030ed,22686c1c857d6ac6,2024-06-21 10:51:31.891891,DE,Referral,22
USR_1237,809ecff0753a4362,0ecab4fb63f2b250,2024-06-22 04:23:47.027027,DE,Paid Search,61
USR_1238,e07e9eb2b0fa6554,88da315e19c22c14,2024-06-22 21:56:02.162162,CH,Email,28
USR_1239,c23b30d68d66407a,df856873d47dd903,2024-06-23 15:28:17.297297,DE,Organic,47
USR_1240,920281318e1f0c2e,f0c62d15b8506547,2024-06-24 09:00:32.432432,TR,Referral,32
USR_1241,98153c5a6739adc8,040dec2cb2f5796b,2024-06-25 02:32:47.567567,TR,Referral,44
USR_1242,a6437cbf5afe9867,9bf397f2107e3098,2024-06-25 20:05:02.702702,TR,Referral,52
USR_1243,e51f576702b9f1e0,4dee3f982d69f2a1,2024-06-26 13:37:17.837837,NL,Referral,50
USR_1244,5f55449413e8ffaf,1817fa72cb7dce69,2024-06-27 07:09:32.972972,DE,Referral,37
USR_1245,40cd9626b4243da1,e46b4f8c51acbf90,2024-06-28 00:41:48.108108,TR,Social Media,33
USR_1246,a8fe83d8ef33c170,4f88fed5913a182a,2024-06-28 18:14:03.243243,NL,Organic,51
USR_1247,49f2220f29366efa,06e07635df348876,2024-06-29 11:46:18.378378,TR,Organic,19
USR_1248,7287789e3d05ae04,1953e3d434d79963,2024-06-30 05:18:33.513513,TR,Email,52
USR_1249,a5550091f4b8eae1,9eaafb946f6df97d,2024-06-30 22:50:48.648648,UK,Social Media,57
USR_1250,3f77e2ceb6cd782c,5935e2ab7a83b9bb,2024-07-01 16:23:03.783783,DE,Referral,45
USR_1251,3d4812ffed6f7a18,785fb6316db0b8e0,2024-07-02 09:55:18.918918,NL,Paid Search,64
USR_1252,1320e12708bd0c40,8e43c3a962a75cc5,2024-07-03 03:27:34.054054,UK,Organic,56
USR_1253,04d77de061f13976,d61bbc9a872c9147,2024-07-03 20:59:49.189189,NL,Organic,23
USR_1254,4645bb267fd10b5a,23ebc38052d5913a,2024-07-04 14:32:04.324324,DE,Social Media,26
