user_id,user_name_hashed,email_hashed,signup_date,country,acquisition_channel,age,total_orders,lifetime_value_ltv,last_order_date,first_order_date,recency_days,is_churned
USR_1024,db4d5050198b027c,776495697db4b5ae,2024-01-18 12:54:03.243243,NL,Email,44,9,6274.81,2026-06-09 22:22:03.624724,2024-05-01 03:07:14.246849,21,0
USR_1025,9f2a17970f0018ce,c259c0f597fad436,2024-01-19 06:26:18.378378,UK,Paid Search,24,3,1498.26,2026-04-17 05:47:23.848769,2025-01-16 07:26:29.357871,74,0
USR_1026,08c718073ad1402c,056a650cf99536f2,2024-01-19 23:58:33.513513,DE,Referral,23,4,3315.19,2025-12-27 08:08:15.459091,2024-08-17 22:04:29.333866,185,1
USR_1027,052486da722af906,8d3be36478cd27a8,2024-01-20 17:30:48.648648,NL,Referral,32,3,2557.37,2026-05-06 18:44:51.898379,2024-11-29 22:57:29.489897,55,0
USR_1028,bccd6c7f05b780ae,0a076caf2fa21684,2024-01-21 11:03:03.783783,CH,Paid Search,35,2,346.15,2025-05-13 17:24:47.097419,2024-09-17 00:31:23.896779,413,1
USR_1029,d28aa62f4092e1ba,a5995d266e6406fc,2024-01-22 04:35:18.918918,DE,Referral,49,3,2342.4,2025-04-06 22:25:13.742748,2024-12-31 15:25:49.029805,450,1
USR_1030,5a297d2202a4f38b,eadb0731e2e2aaf5,2024-01-22 22:07:34.054054,CH,Organic,28,2,335.43,2025-06-22 12:13:40.964192,2024-10-07 14:49:48.597719,373,1
USR_1031,5a2437ab17fc67ff,9b3a5dca4a5c16e3,2024-01-23 15:39:49.189189,DE,Social Media,37,4,3975.35,2026-01-08 20:06:05.833166,2024-03-09 20:20:30.006001,173,0
USR_1032,579f0b436520029c,49449ddf55bff77c,2024-01-24 09:12:04.324324,DE,Organic,41,1,194.72,2024-04-08 05:53:26.801360,2024-04-08 05:53:26.801360,813,1
USR_1033,dc3b16f9031d7493,71b2c8c1a2876147,2024-01-25 02:44:19.459459,TR,Organic,32,0,0.0,,,999,1
USR_1034,5948671556509fe8,ea04d5a975beeb9b,2024-01-25 20:16:34.594594,TR,Organic,24,4,3133.27,2025-10-20 13:34:20.332066,2025-07-18 05:03:19.479895,253,1
USR_1035,294f57930a9fb9e0,1acf3d3c552a787c,2024-01-26 13:48:49.729729,UK,Social Media,38,2,2304.3,2025-04-21 13:04:57.419483,2024-10-04 19:13:57.527505,435,1
USR_1036,e53165bad5ecea34,776ef4a7d355fb51,2024-01-27 07:21:04.864864,NL,Paid Search,59,2,2989.48,2026-05-23 20:33:27.761552,2025-08-15 17:28:49.065813,38,0
USR_1037,3af9ff9850eaf4dc,699ecf5f46125709,2024-01-28 00:53:20.000000,DE,Social Media,43,3,1716.34,2024-10-19 05:40:11.762352,2024-03-02 23:34:21.772354,619,1
USR_1038,4e89c60e03d58b01,9535d3441e44310f,2024-01-28 18:25:35.135135,CH,Organic,61,6,2661.06,2026-03-19 17:21:54.262852,2024-05-10 23:42:42.992598,103,0
USR_1039,0365f4085630dbd4,14a72826c4a58842,2024-01-29 11:57:50.270270,NL,Paid Search,31,5,3559.68,2026-04-14 18:38:31.662332,2024-02-23 08:33:19.119823,77,0
USR_1040,d32468e0b1f2cba6,031791b0d9dd28bc,2024-01-30 05:30:05.405405,DE,Paid Search,54,3,3208.93,2026-01-14 19:44:46.857371,2024-02-12 06:23:24.280856,167,0
USR_1041,d2848ec90c6a0b25,9fad43adc94b87a8,2024-01-30 23:02:20.540540,NL,Referral,38,7,4967.31,2026-06-19 10:30:33.486697,2024-11-21 16:23:25.721144,11,0
USR_1042,bd393ca7ad5155db,43ded1a27c1d4801,2024-01-31 16:34:35.675675,DE,Paid Search,35,5,4771.41,2026-01-03 09:07:53.134626,2024-05-09 13:54:47.457491,178,0
USR_1043,f249206ad9e4cb53,4489e6b35ef5dab0,2024-02-01 10:06:50.810810,TR,Social Media,22,5,6877.63,2025-12-27 03:54:46.017203,2024-07-24 02:22:18.027605,185,1
USR_1044,4f98baadb1cbe71d,9b6564070700660f,2024-02-02 03:39:05.945945,DE,Referral,20,4,3316.43,2026-05-24 13:27:25.529105,2024-09-19 15:53:45.525105,37,0
USR_1045,84a266ed089142d7,2ea5de199c26cfad,2024-02-02 21:11:21.081081,CH,Social Media,40,2,2140.68,2025-05-31 07:53:51.286257,2024-05-03 22:43:05.317063,395,1
USR_1046,d04755d6450ac9de,ac7cb95fa056f233,2024-02-03 14:43:36.216216,NL,Organic,43,3,2064.14,2025-02-17 04:08:18.339667,2024-03-06 20:31:09.493898,498,1
USR_1047,c81f2f51d76eb2fd,742210c073565953,2024-02-04 08:15:51.351351,NL,Organic,54,5,3658.91,2025-09-13 01:40:49.209841,2024-07-20 13:52:29.189837,290,1
USR_1048,d9cd984f7d21a5ab,a96a685d9f49682b,2024-02-05 01:48:06.486486,NL,Referral,41,3,3163.0,2026-01-30 20:12:26.069213,2024-07-12 07:18:25.421084,151,0
USR_1049,1fbf0a922aa442c7,ad7718adbeeba5e0,2024-02-05 19:20:21.621621,DE,Organic,36,6,4586.38,2025-10-29 17:15:51.310262,2024-04-08 14:20:25.685137,244,1
USR_1050,296b6700ef93e769,d2895b53e094f131,2024-02-06 12:52:36.756756,TR,Referral,42,3,4010.85,2026-05-15 01:18:55.667133,2026-02-20 10:30:50.770154,46,0
USR_1051,50f51573d925372b,e959721f61a84e81,2024-02-07 06:24:51.891891,UK,Paid Search,38,4,3414.58,2025-11-30 22:24:39.175835,2024-06-05 03:51:53.182636,212,1
USR_1052,6f24f04e496397a2,a340b1ee0c8cdffe,2024-02-07 23:57:07.027027,TR,Email,29,2,2122.46,2025-07-15 01:00:29.525905,2024-10-26 10:53:18.879775,350,1
USR_1053,3093b5c70f691da5,e0a3d6de4cd86220,2024-02-08 17:29:22.162162,UK,Referral,58,5,3952.58,2025-12-16 22:52:18.387677,2024-05-05 21:11:29.177835,196,1
USR_1054,12c072c0bed30252,b694fdfff5fc4b11,2024-02-09 11:01:37.297297,CH,Email,50,2,1784.6,2026-06-14 12:12:49.113822,2026-05-28 01:57:14.366873,16,0
USR_1055,b2b14fd954888a32,69a282a36841d910,2024-02-10 04:33:52.432432,TR,Paid Search,21,4,2296.46,2026-01-08 07:25:37.507501,2024-12-29 04:16:56.843368,173,0
USR_1056,104df9253781a71b,5a44deb0b99dfe02,2024-02-10 22:06:07.567567,DE,Referral,59,5,5057.97,2026-06-26 19:57:10.046009,2024-07-08 18:48:36.583316,4,0
USR_1057,bf2129e5ed0c208b,2425edbe76422c24,2024-02-11 15:38:22.702702,DE,Paid Search,24,3,2701.73,2026-06-02 08:41:57.623524,2025-05-11 23:09:52.678535,28,0
USR_1058,9f45f30a51381205,9f9ed672285ebf70,2024-02-12 09:10:37.837837,DE,Paid Search,39,7,5499.28,2026-05-12 01:29:35.155031,2024-04-08 01:39:57.359471,49,0
USR_1059,c6d1e9de4a223068,2c3eceb686338a9d,2024-02-13 02:42:52.972972,NL,Social Media,50,3,1773.81,2025-04-15 04:59:17.511502,2024-10-03 05:12:32.550510,441,1
USR_1060,25a5d32b9f123ef1,1eb2345065b0053e,2024-02-13 20:15:08.108108,NL,Referral,34,4,4156.07,2025-12-16 18:38:48.945789,2024-05-13 23:32:03.504700,196,1
USR_1061,fef0ccd9346da2e5,b7fecc2aa0431931,2024-02-14 13:47:23.243243,DE,Email,41,3,1207.24,2026-05-25 02:07:53.854770,2024-07-18 15:24:05.329065,36,0
USR_1062,b1ef903b40fe1a70,1735228b71c14999,2024-02-15 07:19:38.378378,UK,Referral,51,4,2787.54,2026-05-04 16:02:58.595719,2024-05-26 03:02:54.994999,57,0
USR_1063,273016b51a47706e,c1097ff1de5b9efa,2024-02-16 00:51:53.513513,NL,Paid Search,45,4,2109.2,2025-08-21 17:07:30.090018,2024-09-07 16:36:23.476695,313,1
USR_1064,bfb6d767c1f9344f,e2a7f5b598344efb,2024-02-16 18:24:08.648648,DE,Paid Search,60,6,7731.98,2025-12-17 19:59:45.597119,2024-03-21 19:37:52.054410,195,1
USR_1065,b7caf8a8d5f50ef6,7e4dedb2ba549cc4,2024-02-17 11:56:23.783783,NL,Social Media,58,1,464.01,2025-08-06 22:14:16.971394,2025-08-06 22:14:16.971394,328,1
USR_1066,85161bf764384141,775c5b52bbdabe3a,2024-02-18 05:28:38.918918,DE,Organic,56,1,1259.23,2025-09-21 08:14:52.978595,2025-09-21 08:14:52.978595,282,1
USR_1067,ace8bdfac1f0dfef,a3df6acc8425bf49,2024-02-18 23:00:54.054054,UK,Organic,39,4,1941.64,2026-04-20 14:03:43.244648,2024-05-02 00:14:41.456291,71,0
USR_1068,3b4f6e051271adda,c9e935be1ac39ae9,2024-02-19 16:33:09.189189,DE,Paid Search,34,8,4554.56,2026-06-02 04:28:28.181636,2024-04-07 12:59:29.033806,28,0
USR_1069,f955c48ad346667f,67007d6d9cf7efce,2024-02-20 10:05:24.324324,TR,Organic,51,3,3548.89,2026-03-19 00:27:56.495299,2024-08-11 18:12:18.867773,103,0
USR_1070,447474942421654d,381257c326ee5888,2024-02-21 03:37:39.459459,UK,Organic,23,8,6062.94,2026-06-07 11:13:11.438287,2024-06-28 13:46:08.953790,23,0
USR_1071,49d6106c12affbed,8f0ce22532384dd6,2024-02-21 21:09:54.594594,DE,Organic,63,6,4626.14,2025-05-08 02:13:04.956991,2024-10-24 16:38:24.460892,418,1
USR_1072,afe458df0171877c,e73834591eeb8c04,2024-02-22 14:42:09.729729,DE,Organic,23,10,9262.93,2026-01-22 13:38:22.300460,2024-03-18 19:48:31.542308,159,0
USR_1073,b9b0069d47dee95b,edc11c3162f84c4d,2024-02-23 08:14:24.864864,UK,Organic,51,3,2828.4,2026-01-13 14:10:20.764152,2024-08-29 00:14:24.172834,168,0
USR_1074,7674e1589c167358,2b40a2f7ac973ff4,2024-02-24 01:46:40.000000,CH,Email,18,5,2867.84,2026-04-26 13:42:24.268853,2024-09-05 05:27:31.290258,65,0
USR_1075,ba0f85de46068a4f,c0798b6e70889193,2024-02-24 19:18:55.135135,CH,Paid Search,27,5,4840.78,2025-08-13 06:19:56.879375,2024-06-10 23:17:04.764952,321,1
USR_1076,2e746ee44497ebfd,b13697b1d5f1a07f,2024-02-25 12:51:10.270270,UK,Paid Search,38,2,2785.2,2025-05-21 15:31:51.982396,2024-08-15 19:22:36.031206,405,1
USR_1077,ea7f7b1440ccaee2,b1053da50e232738,2024-02-26 06:23:25.405405,DE,Social Media,22,4,2303.52,2026-05-31 22:54:02.088417,2024-03-24 19:27:12.566513,30,0
USR_1078,91e4d5385b5d22b5,63139cde063fa2a9,2024-02-26 23:55:40.540540,NL,Organic,19,7,5742.44,2026-01-25 05:00:43.928785,2024-04-29 00:25:20.944188,156,0
USR_1079,4f4fa897118317ea,eb23eab9e1e68305,2024-02-27 17:27:55.675675,DE,Email,39,0,0.0,,,999,1
USR_1080,8f2391dc2b9b97bc,28846b9d72562570,2024-02-28 11:00:10.810810,UK,Referral,19,4,2347.3,2026-06-22 23:00:22.324464,2024-03-14 18:38:14.378875,8,0
USR_1081,416dd45fb1b70ee8,e38be16f158ea391,2024-02-29 04:32:25.945945,CH,Organic,27,7,4563.14,2026-01-22 05:11:23.416683,2024-02-09 19:14:32.094418,159,0
USR_1082,9de58c1bad3990e3,a467187a0eeaef91,2024-02-29 22:04:41.081081,NL,Paid Search,51,3,1806.27,2025-12-06 05:09:22.432486,2024-12-04 04:21:16.095219,206,1
USR_1083,a5020c5d21ba242c,a33ef17a08ae3b64,2024-03-01 15:36:56.216216,DE,Referral,33,5,7189.38,2026-05-22 06:32:02.784556,2024-02-18 14:29:04.188837,39,0
USR_1084,794dc8e08874f203,c1d6aa7747819d22,2024-03-02 09:09:11.351351,NL,Email,56,6,2898.86,2026-06-01 03:07:31.530306,2024-03-01 01:05:57.911582,29,0
USR_1085,fe422455f600805e,f8be71bae6405f49,2024-03-03 02:41:26.486486,NL,Paid Search,39,2,2352.26,2025-05-18 11:29:02.028405,2024-10-05 07:54:25.853170,408,1
USR_1086,d173d770e3d01d79,438559077b23ee0d,2024-03-03 20:13:41.621621,CH,Social Media,29,5,4525.45,2026-02-13 13:44:42.536507,2024-06-10 14:50:05.881176,137,0
USR_1087,4e25eb2a07878a24,86ba0368c09fba61,2024-03-04 13:45:56.756756,CH,Organic,41,5,3632.66,2026-04-10 04:47:46.173234,2024-03-15 07:18:42.704540,81,0
USR_1088,66e00d53e3b5b28a,0026b2c42ed388de,2024-03-05 07:18:11.891891,UK,Email,64,2,2982.38,2025-09-28 13:28:00.096019,2024-03-30 23:19:23.032606,275,1
USR_1089,c8b05dad14fa457e,32baf854bba34430,2024-03-06 00:50:27.027027,NL,Organic,57,8,6229.79,2026-05-10 15:41:39.619923,2024-09-13 12:01:35.059011,51,0
USR_1090,2a6d9418f6415391,901449cd9ffe256f,2024-03-06 18:22:42.162162,DE,Email,55,3,2948.3,2024-12-24 14:26:11.354270,2024-02-09 15:01:02.652530,553,1
USR_1091,da263b6d187aaeaa,a9cd0af19f29ac9d,2024-03-07 11:54:57.297297,CH,Social Media,27,3,2114.73,2025-07-31 22:35:35.947189,2024-05-25 14:22:26.669333,334,1
USR_1092,6bd491a3ee58d7fc,270174e8a80dc72a,2024-03-08 05:27:12.432432,UK,Social Media,52,8,5847.01,2026-02-25 08:48:35.143028,2024-06-25 22:23:47.325465,125,0
USR_1093,c514017016bd9256,d2be02b967f810a8,2024-03-08 22:59:27.567567,CH,Paid Search,49,3,2742.0,2026-01-18 20:55:04.020804,2024-09-13 16:15:04.500900,163,0
USR_1094,d9b18269bc7816c2,a5aac86c08b89e47,2024-03-09 16:31:42.702702,UK,Organic,24,3,3123.13,2026-06-06 18:19:13.670734,2024-03-31 07:46:21.916383,24,0
USR_1095,c09fe5e16f3cdf14,058653f1cf5906f1,2024-03-10 10:03:57.837837,NL,Organic,38,6,4170.26,2025-04-23 11:33:21.280256,2024-03-16 00:12:40.472094,433,1
USR_1096,4d542c7fd6e03ae2,c51c23ad3b2ee499,2024-03-11 03:36:12.972972,NL,Organic,37,5,4714.63,2026-01-06 21:37:41.972394,2024-04-06 15:52:01.824364,175,0
USR_1097,196ed9d6405de687,a986d6dcb8ac2007,2024-03-11 21:08:28.108108,NL,Organic,43,4,3111.04,2025-11-05 09:48:30.102020,2024-04-18 23:36:22.756551,237,1
USR_1098,6bd68d9e7eb36b50,2d86a7f327118c0a,2024-03-12 14:40:43.243243,DE,Referral,21,4,3795.0,2026-04-24 11:00:30.966193,2024-02-15 10:26:14.234846,67,0
USR_1099,8e9438512b509179,7fc169aa6aef56c5,2024-03-13 08:12:58.378378,DE,Paid Search,63,2,1364.4,2024-04-26 21:43:27.641528,2024-03-22 16:45:19.263852,795,1
USR_1100,d73d0af60562bfaa,f893e6c804cfd8b5,2024-03-14 01:45:13.513513,DE,Organic,39,7,8339.17,2026-05-03 02:01:33.618723,2024-10-04 23:27:26.969393,58,0
USR_1101,de7ee11ffec6049e,51c9ad47c77b1e3c,2024-03-14 19:17:28.648648,CH,Email,32,1,671.91,2025-05-17 01:41:06.493298,2025-05-17 01:41:06.493298,409,1
USR_1102,3d4c9e6a950efc4f,1d8a53ad748a6c4d,2024-03-15 12:49:43.783783,NL,Referral,57,3,2733.23,2026-01-04 23:09:18.111622,2024-06-30 03:47:33.930786,177,0
USR_1103,b22425a14a565451,925bda3357b587e2,2024-03-16 06:21:58.918918,NL,Email,38,4,2608.51,2025-04-26 11:22:41.792358,2024-03-15 15:45:41.588317,430,1
USR_1104,6617b076189dfe70,61b29f5259e5cb0c,2024-03-16 23:54:14.054054,TR,Email,32,5,3428.05,2026-05-05 04:43:26.921384,2024-02-12 10:36:53.722744,56,0
USR_1105,8f8ac31c31ffdb8b,9f8f5fac85da8d80,2024-03-17 17:26:29.189189,DE,Organic,39,1,404.02,2024-10-15 08:43:24.040808,2024-10-15 08:43:24.040808,623,1
USR_1106,af43cf558c347d66,1b480f078e634759,2024-03-18 10:58:44.324324,NL,Paid Search,45,3,1637.65,2026-01-24 12:06:46.161232,2024-11-21 07:56:26.837367,157,0
USR_1107,ade09efafe5cd90e,e8464c2ce8c8168f,2024-03-19 04:30:59.459459,UK,Referral,31,4,4718.88,2026-04-07 21:52:23.428685,2024-04-23 00:46:39.919983,84,0
USR_1108,343972c54b01c10f,0a8b90827915d78d,2024-03-19 22:03:14.594594,DE,Social Media,44,7,6417.62,2026-06-15 05:06:46.881376,2024-02-16 07:33:41.444288,15,0
USR_1109,f6776d5a74b1694a,3ab638fbcc5d3e24,2024-03-20 15:35:29.729729,DE,Organic,58,4,2212.33,2026-03-22 08:44:15.891178,2024-10-02 03:51:35.899179,100,0
USR_1110,4b722a7b8be83029,ccf21f97e69da379,2024-03-21 09:07:44.864864,DE,Referral,57,8,5756.28,2025-10-08 10:03:28.841768,2024-03-12 15:56:21.076215,265,1
USR_1111,6ca27c271bbf0db3,8ab91ab46bab37a1,2024-03-22 02:40:00.000000,DE,Organic,45,10,7853.33,2026-04-04 17:49:33.474694,2024-03-05 10:43:13.958791,87,0
USR_1112,deefd2c33b9422c3,ee97597535fa82bb,2024-03-22 20:12:15.135135,TR,Organic,43,5,3153.34,2025-11-25 11:26:26.477295,2024-04-04 21:37:07.405481,217,1
USR_1113,9fc017288a942062,a42f25442e57d532,2024-03-23 13:44:30.270270,UK,Paid Search,19,5,2061.18,2026-01-11 07:14:58.019603,2024-02-10 07:55:00.420084,170,0
USR_1114,0112b7b6b48787b1,1ba61d660d418b53,2024-03-24 07:16:45.405405,CH,Social Media,42,2,1465.18,2024-11-27 20:15:36.187237,2024-06-18 17:10:40.208041,580,1
USR_1115,5a1429c0ee831c7b,584368d938d6efa9,2024-03-25 00:49:00.540540,UK,Social Media,20,5,3742.31,2025-10-27 06:06:59.123824,2024-02-08 22:07:04.884976,246,1
USR_1116,d7b9fd8819874641,571915ed666e41d5,2024-03-25 18:21:15.675675,UK,Organic,25,5,4989.6,2026-05-27 00:36:17.715543,2025-07-04 03:04:04.128825,34,0
USR_1117,56c91713bb787b51,7ce3abcdbba1f62b,2024-03-26 11:53:30.810810,DE,Referral,61,3,2171.01,2026-06-18 21:50:05.161032,2025-08-06 05:20:19.203840,12,0
USR_1118,8a50886f7341dbc3,e68f557a9679ce39,2024-03-27 05:25:45.945945,UK,Organic,50,2,1866.99,2026-03-01 09:58:52.306461,2024-11-30 11:37:57.815563,121,0
USR_1119,e13c184dc986a05f,d2eee8350ba7d22b,2024-03-27 22:58:01.081081,NL,Organic,59,4,2928.5,2026-03-18 07:33:58.727745,2024-08-13 04:00:14.402880,104,0
USR_1120,fc3224fdf7ef085a,70a5dde068ab7331,2024-03-28 16:30:16.216216,UK,Referral,52,4,4109.6,2026-03-05 06:55:40.028005,2024-05-30 08:26:41.600320,117,0
USR_1121,71728eb3a2970521,33ffd4ef61e8dd55,2024-03-29 10:02:31.351351,UK,Email,23,3,2570.71,2025-12-10 14:46:38.479695,2024-07-17 05:36:09.793958,202,1
USR_1122,d4379c5aaf520306,2c7a8f10369f33c9,2024-03-30 03:34:46.486486,NL,Referral,56,3,1725.08,2025-10-23 09:10:11.402280,2025-04-25 10:01:45.141028,250,1
USR_1123,cddcc3ce5c01529f,16599d6a4c187f13,2024-03-30 21:07:01.621621,DE,Referral,40,2,1407.99,2025-03-09 09:59:44.156831,2024-04-04 13:10:08.521704,478,1
USR_1124,960445972e966462,4240c8c9d5f434a0,2024-03-31 14:39:16.756756,DE,Social Media,42,6,5103.77,2025-12-22 14:04:00.528105,2024-08-27 01:46:00.312062,190,1
USR_1125,d68ad4f5c6a7f5ff,4232c0ab03d39e1f,2024-04-01 08:11:31.891891,NL,Social Media,60,5,6081.71,2025-12-08 12:04:45.177035,2024-04-05 06:04:06.289257,204,1
USR_1126,9ce4fb35d78985b5,b8ef57bd3c312725,2024-04-02 01:43:47.027027,UK,Organic,36,3,2762.29,2026-06-08 08:20:38.647729,2024-05-06 22:32:25.829165,22,0
USR_1127,ef639e721e58f271,8f991ae1cd168490,2024-04-02 19:16:02.162162,UK,Paid Search,22,7,7141.85,2026-05-30 13:06:06.553310,2024-03-23 05:25:47.589517,31,0
USR_1128,8d4bc0f5e8d552c4,250f7f6568ae89c3,2024-04-03 12:48:17.297297,DE,Paid Search,28,10,7283.18,2026-03-14 14:50:40.448089,2024-02-05 05:23:46.605321,108,0
USR_1129,41a48c14beedb4db,b0e882b787dfc7ae,2024-04-04 06:20:32.432432,NL,Organic,29,7,4816.45,2026-02-14 23:32:38.071614,2025-03-27 00:28:48.345669,136,0
USR_1130,89411ea6f5a842fe,e0f1cab27e9ea43a,2024-04-04 23:52:47.567567,NL,Social Media,27,2,1390.5,2026-01-28 13:17:03.324664,2025-05-14 10:18:44.864972,153,0
USR_1131,afe0a22cfdf792ca,8d90452084564cc0,2024-04-05 17:25:02.702702,DE,Paid Search,25,5,3070.52,2026-03-05 11:09:09.469893,2024-02-18 01:48:35.863172,117,0
USR_1132,0d7acd6de4a794d5,3b34de28d1431d6a,2024-04-06 10:57:17.837837,DE,Organic,41,0,0.0,,,999,1
USR_1133,11173ae2ae8df26a,28d5b147b806b2c2,2024-04-07 04:29:32.972972,NL,Organic,45,7,5423.71,2026-02-18 07:48:57.467493,2024-04-24 23:15:03.780756,132,0
USR_1134,c5a4920f8f50b181,d1b72d7ea9e0a3fc,2024-04-07 22:01:48.108108,TR,Social Media,58,5,2733.78,2026-03-14 06:23:41.564312,2024-05-27 21:17:49.413882,108,0
USR_1135,f188b1f42304ef82,9b13aefc1e85edba,2024-04-08 15:34:03.243243,NL,Organic,53,1,1061.0,2024-07-21 02:32:57.515503,2024-07-21 02:32:57.515503,709,1
USR_1136,e440ccb0ea957a38,b49d650bb7cf2b94,2024-04-09 09:06:18.378378,NL,Referral,54,6,4277.2,2025-09-16 14:10:38.047609,2024-05-02 12:55:09.781956,287,1
USR_1137,3061016d6939a724,f123c7ea71b90985,2024-04-10 02:38:33.513513,CH,Paid Search,38,3,4211.08,2025-03-26 20:15:18.903780,2024-08-27 05:59:29.753950,461,1
USR_1138,b6d7043a7134c4f4,e6db6feeed3d74eb,2024-04-10 20:10:48.648648,NL,Paid Search,25,3,1824.48,2024-11-27 03:21:38.419683,2024-07-08 01:54:38.815763,580,1
USR_1139,243b5a4472c8a8b6,c174a01ce0075007,2024-04-11 13:43:03.783783,TR,Social Media,26,3,1795.35,2026-04-03 12:15:07.381476,2024-04-06 03:11:33.498699,88,0
USR_1140,a9b716e214d9895f,7632ee19d9de0c6f,2024-04-12 07:15:18.918918,TR,Referral,64,4,3230.22,2025-07-30 08:34:10.970194,2024-04-10 21:15:48.429685,335,1
USR_1141,c9eb11ce4c06e41a,04ba34febe2b78c3,2024-04-13 00:47:34.054054,DE,Paid Search,32,0,0.0,,,999,1
USR_1142,370f52744cbabaf6,fb304d46e7263c04,2024-04-13 18:19:49.189189,NL,Social Media,63,4,2566.5,2026-04-15 15:45:58.871774,2024-11-14 19:37:17.487497,76,0
