item_id,order_id,product_id,quantity,unit_price,discount
ITM_62,ORD_10030,PRD_140,1,234.89,0.0
ITM_63,ORD_10030,PRD_102,2,70.94,0.0
ITM_64,ORD_10031,PRD_145,2,243.68,0.0
ITM_65,ORD_10031,PRD_115,1,416.58,0.0
ITM_66,ORD_10032,PRD_135,1,449.86,0.2
ITM_67,ORD_10032,PRD_129,1,348.15,0.05
ITM_68,ORD_10033,PRD_109,2,47.43,0.0
ITM_69,ORD_10034,PRD_102,2,70.94,0.0
ITM_70,ORD_10035,PRD_141,2,490.78,0.0
ITM_71,ORD_10035,PRD_150,2,32.57,0.1
ITM_72,ORD_10036,PRD_120,2,127.19,0.1
ITM_73,ORD_10036,PRD_111,1,177.48,0.0
ITM_74,ORD_10036,PRD_135,2,449.86,0.1
ITM_75,ORD_10037,PRD_117,2,357.97,0.0
ITM_76,ORD_10037,PRD_146,2,234.53,0.0
ITM_77,ORD_10038,PRD_116,2,205.02,0.05
ITM_78,ORD_10038,PRD_140,1,234.89,0.0
ITM_79,ORD_10038,PRD_148,2,15.93,0.0
ITM_80,ORD_10039,PRD_121,2,276.8,0.0
ITM_81,ORD_10040,PRD_103,1,370.74,0.05
ITM_82,ORD_10040,PRD_107,1,140.95,0.0
ITM_83,ORD_10041,PRD_120,1,127.19,0.1
ITM_84,ORD_10041,PRD_148,1,15.93,0.05
ITM_85,ORD_10042,PRD_105,1,440.05,0.05
ITM_86,ORD_10042,PRD_117,2,357.97,0.05
ITM_87,ORD_10043,PRD_136,2,490.78,0.0
ITM_88,ORD_10043,PRD_136,2,490.78,0.0
ITM_89,ORD_10043,PRD_137,1,202.01,0.0
ITM_90,ORD_10044,PRD_121,2,276.8,0.2
ITM_91,ORD_10044,PRD_142,2,368.74,0.1
ITM_92,ORD_10045,PRD_135,1,449.86,0.0
ITM_93,ORD_10045,PRD_137,2,202.01,0.2
ITM_94,ORD_10045,PRD_135,1,449.86,0.0
ITM_95,ORD_10046,PRD_148,2,15.93,0.0
ITM_96,ORD_10047,PRD_119,1,38.34,0.2
ITM_97,ORD_10047,PRD_113,1,334.87,0.0
ITM_98,ORD_10048,PRD_114,1,425.06,0.1
ITM_99,ORD_10049,PRD_121,1,276.8,0.0
ITM_100,ORD_10049,PRD_132,2,475.04,0.0
ITM_101,ORD_10049,PRD_147,2,286.89,0.0
ITM_102,ORD_10050,PRD_129,1,348.15,0.0
ITM_103,ORD_10050,PRD_128,1,274.02,0.1
ITM_104,ORD_10050,PRD_125,2,82.01,0.0
ITM_105,ORD_10051,PRD_137,1,202.01,0.0
ITM_106,ORD_10051,PRD_112,1,324.51,0.0
ITM_107,ORD_10052,PRD_134,1,91.22,0.2
ITM_108,ORD_10053,PRD_127,2,406.83,0.0
ITM_109,ORD_10054,PRD_128,2,274.02,0.1
ITM_110,ORD_10055,PRD_134,2,91.22,0.0
ITM_111,ORD_10055,PRD_148,1,15.93,0.1
ITM_112,ORD_10055,PRD_145,2,243.68,0.2
ITM_113,ORD_10056,PRD_145,2,243.68,0.0
ITM_114,ORD_10057,PRD_133,1,277.96,0.05
ITM_115,ORD_10057,PRD_128,1,274.02,0.1
ITM_116,ORD_10057,PRD_118,2,247.2,0.05
ITM_117,ORD_10058,PRD_132,2,475.04,0.1
ITM_118,ORD_10059,PRD_126,1,200.2,0.0
ITM_119,ORD_10059,PRD_131,2,479.39,0.0
ITM_120,ORD_10059,PRD_113,2,334.87,0.0
ITM_121,ORD_10060,PRD_148,2,15.93,0.0
ITM_122,ORD_10060,PRD_150,2,32.57,0.0
ITM_123,ORD_10061,PRD_131,1,479.39,0.0
ITM_124,ORD_10061,PRD_131,1,479.39,0.0
ITM_125,ORD_10061,PRD_106,1,342.0,0.0
ITM_126,ORD_10062,PRD_115,1,416.58,0.05
ITM_127,ORD_10062,PRD_128,2,274.02,0.05
ITM_128,ORD_10062,PRD_144,2,483.86,0.05
ITM_129,ORD_10063,PRD_120,1,127.19,0.0
ITM_130,ORD_10064,PRD_115,2,416.58,0.05
ITM_131,ORD_10064,PRD_106,2,342.0,0.0
ITM_132,ORD_10065,PRD_148,1,15.93,0.0
ITM_133,ORD_10065,PRD_148,1,15.93,0.0
ITM_134,ORD_10066,PRD_142,1,368.74,0.2
ITM_135,ORD_10067,PRD_102,2,70.94,0.0
ITM_136,ORD_10067,PRD_118,2,247.2,0.05
ITM_137,ORD_10068,PRD_125,1,82.01,0.2
ITM_138,ORD_10069,PRD_130,2,319.15,0.0
ITM_139,ORD_10070,PRD_111,1,177.48,0.0
ITM_140,ORD_10071,PRD_123,1,105.96,0.0
ITM_141,ORD_10072,PRD_111,2,177.48,0.05
ITM_142,ORD_10072,PRD_124,1,425.13,0.0
ITM_143,ORD_10073,PRD_144,2,483.86,0.0
ITM_144,ORD_10073,PRD_144,1,483.86,0.0
ITM_145,ORD_10074,PRD_136,1,490.78,0.0
ITM_146,ORD_10074,PRD_149,1,194.72,0.05
ITM_147,ORD_10074,PRD_125,2,82.01,0.0
ITM_148,ORD_10075,PRD_123,1,105.96,0.0
ITM_149,ORD_10075,PRD_138,2,106.49,0.05
ITM_150,ORD_10075,PRD_138,2,106.49,0.0
ITM_151,ORD_10076,PRD_145,1,243.68,0.05
ITM_152,ORD_10076,PRD_115,1,416.58,0.0
ITM_153,ORD_10076,PRD_115,2,416.58,0.0
ITM_154,ORD_10077,PRD_103,1,370.74,0.0
ITM_155,ORD_10077,PRD_119,2,38.34,0.05
ITM_156,ORD_10078,PRD_111,1,177.48,0.1
ITM_157,ORD_10079,PRD_119,1,38.34,0.05
ITM_158,ORD_10080,PRD_112,2,324.51,0.05
ITM_159,ORD_10081,PRD_103,2,370.74,0.2
ITM_160,ORD_10082,PRD_138,2,106.49,0.0
ITM_161,ORD_10082,PRD_128,2,274.02,0.0
ITM_162,ORD_10082,PRD_133,1,277.96,0.0
ITM_163,ORD_10083,PRD_127,2,406.83,0.05
ITM_164,ORD_10084,PRD_136,2,490.78,0.0
ITM_165,ORD_10085,PRD_123,2,105.96,0.0
ITM_166,ORD_10086,PRD_148,1,15.93,0.0
ITM_167,ORD_10086,PRD_123,1,105.96,0.0
ITM_168,ORD_10086,PRD_132,1,475.04,0.2
ITM_169,ORD_10087,PRD_137,2,202.01,0.05
ITM_170,ORD_10088,PRD_132,1,475.04,0.2
ITM_171,ORD_10089,PRD_132,2,475.04,0.2
ITM_172,ORD_10089,PRD_140,1,234.89,0.2
ITM_173,ORD_10089,PRD_115,1,416.58,0.05
ITM_174,ORD_10090,PRD_105,1,440.05,0.05
ITM_175,ORD_10091,PRD_145,2,243.68,0.0
ITM_176,ORD_10091,PRD_113,2,334.87,0.0
ITM_177,ORD_10091,PRD_114,1,425.06,0.1
ITM_178,ORD_10092,PRD_106,2,342.0,0.0
ITM_179,ORD_10092,PRD_107,2,140.95,0.0
ITM_180,ORD_10093,PRD_112,2,324.51,0.0
ITM_181,ORD_10093,PRD_109,1,47.43,0.0
ITM_182,ORD_10094,PRD_128,2,274.02,0.0
ITM_183,ORD_10094,PRD_128,1,274.02,0.05
ITM_184,ORD_10094,PRD_125,2,82.01,0.05
ITM_185,ORD_10095,PRD_109,1,47.43,0.0
ITM_186,ORD_10095,PRD_134,2,91.22,0.0
ITM_187,ORD_10095,PRD_145,2,243.68,0.0
ITM_188,ORD_10096,PRD_102,2,70.94,0.05
ITM_189,ORD_10096,PRD_122,1,390.69,0.0
ITM_190,ORD_10096,PRD_146,2,234.53,0.0
ITM_191,ORD_10097,PRD_106,2,342.0,0.0
ITM_192,ORD_10098,PRD_113,2,334.87,0.0
ITM_193,ORD_10098,PRD_143,2,480.47,0.0
ITM_194,ORD_10098,PRD_139,2,490.76,0.0
ITM_195,ORD_10099,PRD_141,1,490.78,0.05
ITM_196,ORD_10100,PRD_101,2,195.76,0.0
ITM_197,ORD_10100,PRD_143,2,480.47,0.2
ITM_198,ORD_10101,PRD_134,2,91.22,0.0
ITM_199,ORD_10101,PRD_145,2,243.68,0.05
ITM_200,ORD_10102,PRD_124,2,425.13,0.05
ITM_201,ORD_10103,PRD_145,2,243.68,0.1
ITM_202,ORD_10103,PRD_146,1,234.53,0.0
ITM_203,ORD_10103,PRD_111,1,177.48,0.05
ITM_204,ORD_10104,PRD_147,1,286.89,0.1
ITM_205,ORD_10105,PRD_119,2,38.34,0.05
ITM_206,ORD_10105,PRD_135,1,449.86,0.0
ITM_207,ORD_10106,PRD_124,2,425.13,0.1
ITM_208,ORD_10106,PRD_144,2,483.86,0.05
ITM_209,ORD_10106,PRD_142,2,368.74,0.05
ITM_210,ORD_10107,PRD_114,1,425.06,0.0
ITM_211,ORD_10107,PRD_144,2,483.86,0.2
ITM_212,ORD_10107,PRD_113,2,334.87,0.0
ITM_213,ORD_10108,PRD_136,2,490.78,0.0
ITM_214,ORD_10108,PRD_125,2,82.01,0.2
ITM_215,ORD_10108,PRD_123,1,105.96,0.0
ITM_216,ORD_10109,PRD_110,1,68.9,0.0
ITM_217,ORD_10110,PRD_118,1,247.2,0.0
ITM_218,ORD_10110,PRD_117,1,357.97,0.0
ITM_219,ORD_10110,PRD_138,1,106.49,0.0
ITM_220,ORD_10111,PRD_138,2,106.49,0.0
ITM_221,ORD_10111,PRD_111,2,177.48,0.2
ITM_222,ORD_10111,PRD_128,2,274.02,0.05
ITM_223,ORD_10112,PRD_143,1,480.47,0.0
ITM_224,ORD_10113,PRD_107,2,140.95,0.05
ITM_225,ORD_10113,PRD_143,2,480.47,0.0
ITM_226,ORD_10114,PRD_147,1,286.89,0.1
ITM_227,ORD_10114,PRD_124,2,425.13,0.05
ITM_228,ORD_10115,PRD_136,2,490.78,0.0
ITM_229,ORD_10115,PRD_139,2,490.76,0.05
ITM_230,ORD_10115,PRD_101,1,195.76,0.1
ITM_231,ORD_10116,PRD_108,1,488.25,0.05
ITM_232,ORD_10116,PRD_104,2,301.61,0.0
ITM_233,ORD_10116,PRD_146,1,234.53,0.2
ITM_234,ORD_10117,PRD_126,1,200.2,0.1
ITM_235,ORD_10118,PRD_141,2,490.78,0.1
ITM_236,ORD_10118,PRD_144,1,483.86,0.2
ITM_237,ORD_10118,PRD_129,2,348.15,0.05
ITM_238,ORD_10119,PRD_121,2,276.8,0.0
ITM_239,ORD_10120,PRD_135,1,449.86,0.0
ITM_240,ORD_10120,PRD_109,2,47.43,0.0
ITM_241,ORD_10120,PRD_107,2,140.95,0.2
ITM_242,ORD_10121,PRD_109,1,47.43,0.05
ITM_243,ORD_10121,PRD_129,2,348.15,0.0
ITM_244,ORD_10122,PRD_136,1,490.78,0.0
ITM_245,ORD_10122,PRD_147,1,286.89,0.2
ITM_246,ORD_10122,PRD_123,1,105.96,0.0
ITM_247,ORD_10123,PRD_117,2,357.97,0.05
ITM_248,ORD_10123,PRD_104,1,301.61,0.05
ITM_249,ORD_10124,PRD_135,1,449.86,0.0
ITM_250,ORD_10124,PRD_106,1,342.0,0.05
ITM_251,ORD_10124,PRD_146,1,234.53,0.0
ITM_252,ORD_10125,PRD_135,2,449.86,0.05
ITM_253,ORD_10125,PRD_120,2,127.19,0.0
ITM_254,ORD_10126,PRD_127,2,406.83,0.05
ITM_255,ORD_10126,PRD_101,1,195.76,0.05
ITM_256,ORD_10126,PRD_117,2,357.97,0.0
ITM_257,ORD_10127,PRD_135,1,449.86,0.2
ITM_258,ORD_10127,PRD_121,2,276.8,0.0
ITM_259,ORD_10127,PRD_143,2,480.47,0.0
ITM_260,ORD_10128,PRD_131,1,479.39,0.0
ITM_261,ORD_10128,PRD_138,2,106.49,0.0
ITM_262,ORD_10129,PRD_136,2,490.78,0.2
ITM_263,ORD_10129,PRD_124,1,425.13,0.0
ITM_264,ORD_10129,PRD_133,1,277.96,0.0
ITM_265,ORD_10130,PRD_119,1,38.34,0.0
ITM_266,ORD_10130,PRD_141,1,490.78,0.0
ITM_267,ORD_10131,PRD_129,2,348.15,0.0
ITM_268,ORD_10131,PRD_105,2,440.05,0.05
ITM_269,ORD_10131,PRD_150,1,32.57,0.05
ITM_270,ORD_10132,PRD_140,1,234.89,0.05
ITM_271,ORD_10133,PRD_140,1,234.89,0.0
ITM_272,ORD_10133,PRD_130,1,319.15,0.0
ITM_273,ORD_10134,PRD_104,1,301.61,0.2
ITM_274,ORD_10134,PRD_110,1,68.9,0.1
ITM_275,ORD_10135,PRD_113,2,334.87,0.0
ITM_276,ORD_10136,PRD_113,2,334.87,0.2
ITM_277,ORD_10136,PRD_128,1,274.02,0.05
ITM_278,ORD_10136,PRD_150,1,32.57,0.0
ITM_279,ORD_10137,PRD_123,2,105.96,0.0
ITM_280,ORD_10137,PRD_143,2,480.47,0.0
ITM_281,ORD_10137,PRD_109,1,47.43,0.05
ITM_282,ORD_10138,PRD_101,2,195.76,0.0
ITM_283,ORD_10139,PRD_128,1,274.02,0.05
ITM_284,ORD_10140,PRD_130,2,319.15,0.2
ITM_285,ORD_10140,PRD_107,2,140.95,0.0
ITM_286,ORD_10141,PRD_112,2,324.51,0.0
ITM_287,ORD_10141,PRD_129,2,348.15,0.05
ITM_288,ORD_10142,PRD_102,1,70.94,0.0
ITM_289,ORD_10143,PRD_119,1,38.34,0.0
ITM_290,ORD_10143,PRD_142,2,368.74,0.2
ITM_291,ORD_10143,PRD_114,2,425.06,0.2
ITM_292,ORD_10144,PRD_103,1,370.74,0.0
ITM_293,ORD_10145,PRD_123,2,105.96,0.1
ITM_294,ORD_10145,PRD_109,2,47.43,0.0
ITM_295,ORD_10146,PRD_149,1,194.72,0.0
ITM_296,ORD_10146,PRD_125,2,82.01,0.05
ITM_297,ORD_10147,PRD_128,1,274.02,0.1
ITM_298,ORD_10147,PRD_112,2,324.51,0.1
ITM_299,ORD_10147,PRD_125,2,82.01,0.05
ITM_300,ORD_10148,PRD_126,2,200.2,0.1
ITM_301,ORD_10148,PRD_140,1,234.89,0.05
ITM_302,ORD_10149,PRD_127,2,406.83,0.05
ITM_303,ORD_10149,PRD_131,1,479.39,0.0
ITM_304,ORD_10150,PRD_146,1,234.53,0.0
ITM_305,ORD_10150,PRD_125,1,82.01,0.0
ITM_306,ORD_10151,PRD_126,1,200.2,0.0
ITM_307,ORD_10152,PRD_108,1,488.25,0.0
ITM_308,ORD_10152,PRD_149,1,194.72,0.05
ITM_309,ORD_10152,PRD_144,1,483.86,0.0
ITM_310,ORD_10153,PRD_148,1,15.93,0.1
ITM_311,ORD_10153,PRD_140,2,234.89,0.1
ITM_312,ORD_10154,PRD_120,1,127.19,0.1
ITM_313,ORD_10154,PRD_131,2,479.39,0.0
ITM_314,ORD_10155,PRD_110,2,68.9,0.0
ITM_315,ORD_10155,PRD_110,2,68.9,0.0
ITM_316,ORD_10156,PRD_112,1,324.51,0.05
ITM_317,ORD_10157,PRD_142,1,368.74,0.0
ITM_318,ORD_10157,PRD_143,1,480.47,0.0
ITM_319,ORD_10157,PRD_128,2,274.02,0.1
ITM_320,ORD_10158,PRD_148,1,15.93,0.2
ITM_321,ORD_10158,PRD_140,2,234.89,0.0
ITM_322,ORD_10158,PRD_137,2,202.01,0.0
ITM_323,ORD_10159,PRD_134,1,91.22,0.0
ITM_324,ORD_10160,PRD_142,2,368.74,0.0
ITM_325,ORD_10160,PRD_140,1,234.89,0.0
ITM_326,ORD_10161,PRD_114,2,425.06,0.0
ITM_327,ORD_10162,PRD_145,1,243.68,0.0
ITM_328,ORD_10163,PRD_123,2,105.96,0.0
ITM_329,ORD_10164,PRD_108,2,488.25,0.05
ITM_330,ORD_10165,PRD_140,1,234.89,0.05
ITM_331,ORD_10166,PRD_147,1,286.89,0.05
ITM_332,ORD_10167,PRD_117,1,357.97,0.2
ITM_333,ORD_10168,PRD_136,1,490.78,0.2
ITM_334,ORD_10168,PRD_131,1,479.39,0.2
ITM_335,ORD_10168,PRD_137,2,202.01,0.0
ITM_336,ORD_10169,PRD_133,2,277.96,0.05
ITM_337,ORD_10169,PRD_106,1,342.0,0.0
ITM_338,ORD_10169,PRD_146,1,234.53,0.0
ITM_339,ORD_10170,PRD_141,2,490.78,0.2
ITM_340,ORD_10170,PRD_144,1,483.86,0.0
ITM_341,ORD_10171,PRD_116,2,205.02,0.1
ITM_342,ORD_10172,PRD_120,1,127.19,0.0
ITM_343,ORD_10172,PRD_143,2,480.47,0.0
ITM_344,ORD_10172,PRD_140,2,234.89,0.0
ITM_345,ORD_10173,PRD_102,2,70.94,0.0
ITM_346,ORD_10173,PRD_120,2,127.19,0.0
ITM_347,ORD_10174,PRD_149,1,194.72,0.0
ITM_348,ORD_10175,PRD_116,1,205.02,0.0
ITM_349,ORD_10176,PRD_143,1,480.47,0.0
ITM_350,ORD_10177,PRD_138,2,106.49,0.1
ITM_351,ORD_10177,PRD_103,1,370.74,0.0
ITM_352,ORD_10177,PRD_146,2,234.53,0.05
ITM_353,ORD_10178,PRD_125,1,82.01,0.05
ITM_354,ORD_10178,PRD_103,2,370.74,0.0
ITM_355,ORD_10178,PRD_116,1,205.02,0.0
ITM_356,ORD_10179,PRD_149,1,194.72,0.2
ITM_357,ORD_10179,PRD_127,1,406.83,0.0
ITM_358,ORD_10180,PRD_129,2,348.15,0.2
ITM_359,ORD_10180,PRD_131,1,479.39,0.0
ITM_360,ORD_10181,PRD_120,1,127.19,0.2
ITM_361,ORD_10182,PRD_134,2,91.22,0.0
ITM_362,ORD_10182,PRD_146,1,234.53,0.05
ITM_363,ORD_10183,PRD_147,2,286.89,0.0
ITM_364,ORD_10184,PRD_135,1,449.86,0.0
ITM_365,ORD_10185,PRD_117,2,357.97,0.1
ITM_366,ORD_10186,PRD_126,2,200.2,0.2
ITM_367,ORD_10186,PRD_144,1,483.86,0.2
ITM_368,ORD_10187,PRD_130,2,319.15,0.05
ITM_369,ORD_10188,PRD_150,2,32.57,0.0
ITM_370,ORD_10188,PRD_112,2,324.51,0.2
ITM_371,ORD_10189,PRD_140,1,234.89,0.2
ITM_372,ORD_10189,PRD_119,1,38.34,0.0
ITM_373,ORD_10189,PRD_122,2,390.69,0.05
ITM_374,ORD_10190,PRD_138,1,106.49,0.05
ITM_375,ORD_10190,PRD_104,1,301.61,0.0
ITM_376,ORD_10190,PRD_123,2,105.96,0.0
ITM_377,ORD_10191,PRD_107,2,140.95,0.0
ITM_378,ORD_10192,PRD_115,2,416.58,0.05
ITM_379,ORD_10193,PRD_128,1,274.02,0.05
ITM_380,ORD_10193,PRD_120,2,127.19,0.0
ITM_381,ORD_10194,PRD_124,1,425.13,0.0
ITM_382,ORD_10194,PRD_128,1,274.02,0.0
ITM_383,ORD_10195,PRD_120,1,127.19,0.0
ITM_384,ORD_10196,PRD_113,1,334.87,0.0
ITM_385,ORD_10196,PRD_112,1,324.51,0.0
ITM_386,ORD_10196,PRD_144,2,483.86,0.2
ITM_387,ORD_10197,PRD_146,1,234.53,0.1
ITM_388,ORD_10198,PRD_105,2,440.05,0.1
ITM_389,ORD_10199,PRD_132,2,475.04,0.05
ITM_390,ORD_10199,PRD_144,1,483.86,0.0
ITM_391,ORD_10199,PRD_135,2,449.86,0.05
ITM_392,ORD_10200,PRD_113,2,334.87,0.0
ITM_393,ORD_10200,PRD_101,1,195.76,0.05
ITM_394,ORD_10200,PRD_108,1,488.25,0.0
ITM_395,ORD_10201,PRD_121,2,276.8,0.0
ITM_396,ORD_10201,PRD_117,2,357.97,0.0
ITM_397,ORD_10201,PRD_144,2,483.86,0.0
ITM_398,ORD_10202,PRD_127,2,406.83,0.05
ITM_399,ORD_10202,PRD_128,1,274.02,0.0
ITM_400,ORD_10202,PRD_118,2,247.2,0.1
ITM_401,ORD_10203,PRD_150,1,32.57,0.0
ITM_402,ORD_10204,PRD_114,2,425.06,0.0
ITM_403,ORD_10204,PRD_106,2,342.0,0.0
ITM_404,ORD_10205,PRD_107,1,140.95,0.0
ITM_405,ORD_10205,PRD_109,1,47.43,0.0
ITM_406,ORD_10205,PRD_101,1,195.76,0.2
ITM_407,ORD_10206,PRD_129,1,348.15,0.0
ITM_408,ORD_10206,PRD_148,2,15.93,0.05
ITM_409,ORD_10206,PRD_102,1,70.94,0.0
ITM_410,ORD_10207,PRD_125,2,82.01,0.05
ITM_411,ORD_10207,PRD_115,2,416.58,0.0
ITM_412,ORD_10207,PRD_149,2,194.72,0.2
ITM_413,ORD_10208,PRD_138,1,106.49,0.05
ITM_414,ORD_10208,PRD_118,2,247.2,0.1
ITM_415,ORD_10209,PRD_101,2,195.76,0.0
ITM_416,ORD_10210,PRD_113,2,334.87,0.0
ITM_417,ORD_10211,PRD_138,2,106.49,0.05
ITM_418,ORD_10211,PRD_121,2,276.8,0.1
ITM_419,ORD_10211,PRD_126,1,200.2,0.1
ITM_420,ORD_10212,PRD_110,2,68.9,0.0
ITM_421,ORD_10213,PRD_116,1,205.02,0.0
ITM_422,ORD_10213,PRD_134,2,91.22,0.2
ITM_423,ORD_10214,PRD_104,2,301.61,0.05
ITM_424,ORD_10214,PRD_108,1,488.25,0.0
ITM_425,ORD_10215,PRD_140,2,234.89,0.05
ITM_426,ORD_10215,PRD_102,1,70.94,0.1
ITM_427,ORD_10215,PRD_137,2,202.01,0.1
ITM_428,ORD_10216,PRD_108,1,488.25,0.1
ITM_429,ORD_10217,PRD_125,1,82.01,0.1
ITM_430,ORD_10217,PRD_104,2,301.61,0.05
ITM_431,ORD_10218,PRD_109,1,47.43,0.2
ITM_432,ORD_10219,PRD_105,1,440.05,0.2
ITM_433,ORD_10219,PRD_132,1,475.04,0.0
ITM_434,ORD_10220,PRD_146,2,234.53,0.0
ITM_435,ORD_10221,PRD_133,2,277.96,0.2
ITM_436,ORD_10221,PRD_132,2,475.04,0.05
ITM_437,ORD_10222,PRD_146,2,234.53,0.0
ITM_438,ORD_10223,PRD_124,2,425.13,0.05
ITM_439,ORD_10223,PRD_121,2,276.8,0.0
ITM_440,ORD_10223,PRD_139,2,490.76,0.0
ITM_441,ORD_10224,PRD_140,1,234.89,0.0
ITM_442,ORD_10224,PRD_133,2,277.96,0.2
ITM_443,ORD_10225,PRD_145,1,243.68,0.0
ITM_444,ORD_10225,PRD_139,1,490.76,0.0
ITM_445,ORD_10225,PRD_107,1,140.95,0.0
ITM_446,ORD_10226,PRD_133,1,277.96,0.0
ITM_447,ORD_10227,PRD_104,1,301.61,0.1
ITM_448,ORD_10227,PRD_145,2,243.68,0.0
ITM_449,ORD_10228,PRD_102,2,70.94,0.0
ITM_450,ORD_10228,PRD_146,2,234.53,0.0
ITM_451,ORD_10229,PRD_108,1,488.25,0.05
ITM_452,ORD_10230,PRD_105,1,440.05,0.0
ITM_453,ORD_10230,PRD_112,2,324.51,0.0
ITM_454,ORD_10230,PRD_108,2,488.25,0.0
ITM_455,ORD_10231,PRD_135,1,449.86,0.05
ITM_456,ORD_10231,PRD_124,2,425.13,0.0
ITM_457,ORD_10232,PRD_113,1,334.87,0.0
ITM_458,ORD_10233,PRD_138,1,106.49,0.0
ITM_459,ORD_10233,PRD_143,1,480.47,0.0
ITM_460,ORD_10233,PRD_149,1,194.72,0.0
ITM_461,ORD_10234,PRD_116,2,205.02,0.0
ITM_462,ORD_10235,PRD_150,2,32.57,0.1
ITM_463,ORD_10235,PRD_108,2,488.25,0.0
ITM_464,ORD_10235,PRD_138,2,106.49,0.1
ITM_465,ORD_10236,PRD_136,1,490.78,0.05
ITM_466,ORD_10236,PRD_117,2,357.97,0.0
ITM_467,ORD_10237,PRD_128,1,274.02,0.0
ITM_468,ORD_10238,PRD_131,1,479.39,0.0
ITM_469,ORD_10238,PRD_117,2,357.97,0.0
ITM_470,ORD_10238,PRD_144,1,483.86,0.05
ITM_471,ORD_10239,PRD_142,1,368.74,0.0
ITM_472,ORD_10240,PRD_128,2,274.02,0.0
ITM_473,ORD_10241,PRD_142,2,368.74,0.0
ITM_474,ORD_10241,PRD_150,1,32.57,0.05
ITM_475,ORD_10241,PRD_103,2,370.74,0.2
ITM_476,ORD_10242,PRD_101,2,195.76,0.0
ITM_477,ORD_10243,PRD_122,1,390.69,0.0
ITM_478,ORD_10243,PRD_137,1,202.01,0.0
ITM_479,ORD_10243,PRD_136,2,490.78,0.0
ITM_480,ORD_10244,PRD_134,2,91.22,0.1
ITM_481,ORD_10244,PRD_127,2,406.83,0.0
