order_id,user_id,order_date,status
ORD_10220,USR_1520,2024-03-10 17:27:57.215443,cancelled
ORD_10221,USR_1976,2024-03-10 21:41:26.657331,completed
ORD_10222,USR_1650,2024-03-11 01:54:56.099219,completed
ORD_10223,USR_1479,2024-03-11 06:08:25.541108,completed
ORD_10224,USR_1009,2024-03-11 10:21:54.982996,completed
ORD_10225,USR_1725,2024-03-11 14:35:24.424884,completed
ORD_10226,USR_1504,2024-03-11 18:48:53.866773,completed
ORD_10227,USR_1784,2024-03-11 23:02:23.308661,completed
ORD_10228,USR_1835,2024-03-12 03:15:52.750550,completed
ORD_10229,USR_1559,2024-03-12 07:29:22.192438,completed
ORD_10230,USR_1435,2024-03-12 11:42:51.634326,completed
ORD_10231,USR_1110,2024-03-12 15:56:21.076215,completed
ORD_10232,USR_1152,2024-03-12 20:09:50.518103,completed
ORD_10233,USR_1634,2024-03-13 00:23:19.959991,cancelled
ORD_10234,USR_1916,2024-03-13 04:36:49.401880,cancelled
ORD_10235,USR_1868,2024-03-13 08:50:18.843768,completed
ORD_10236,USR_1101,2024-03-13 13:03:48.285657,returned
ORD_10237,USR_1752,2024-03-13 17:17:17.727545,completed
ORD_10238,USR_1832,2024-03-13 21:30:47.169433,completed
ORD_10239,USR_1190,2024-03-14 01:44:16.611322,completed
ORD_10240,USR_1728,2024-03-14 05:57:46.053210,completed
ORD_10241,USR_1562,2024-03-14 10:11:15.495099,returned
ORD_10242,USR_1803,2024-03-14 14:24:44.936987,completed
ORD_10243,USR_1080,2024-03-14 18:38:14.378875,completed
ORD_10244,USR_1488,2024-03-14 22:51:43.820764,completed
ORD_10245,USR_1894,2024-03-15 03:05:13.262652,completed
ORD_10246,USR_1087,2024-03-15 07:18:42.704540,completed
ORD_10247,USR_1193,2024-03-15 11:32:12.146429,completed
ORD_10248,USR_1103,2024-03-15 15:45:41.588317,completed
ORD_10249,USR_1782,2024-03-15 19:59:11.030206,completed
ORD_10250,USR_1095,2024-03-16 00:12:40.472094,completed
ORD_10251,USR_1422,2024-03-16 04:26:09.913982,completed
ORD_10252,USR_1890,2024-03-16 08:39:39.355871,completed
ORD_10253,USR_1197,2024-03-16 12:53:08.797759,completed
ORD_10254,USR_1000,2024-03-16 17:06:38.239647,completed
ORD_10255,USR_1406,2024-03-16 21:20:07.681536,completed
ORD_10256,USR_1377,2024-03-17 01:33:37.123424,completed
ORD_10257,USR_1166,2024-03-17 05:47:06.565313,completed
ORD_10258,USR_1508,2024-03-17 10:00:36.007201,returned
ORD_10259,USR_1637,2024-03-17 14:14:05.449089,completed
ORD_10260,USR_1312,2024-03-17 18:27:34.890978,completed
ORD_10261,USR_1592,2024-03-17 22:41:04.332866,cancelled
ORD_10262,USR_1417,2024-03-18 02:54:33.774754,completed
ORD_10263,USR_1762,2024-03-18 07:08:03.216643,completed
ORD_10264,USR_1680,2024-03-18 11:21:32.658531,completed
ORD_10265,USR_1476,2024-03-18 15:35:02.100420,completed
ORD_10266,USR_1072,2024-03-18 19:48:31.542308,completed
ORD_10267,USR_1140,2024-03-19 00:02:00.984196,cancelled
ORD_10268,USR_1581,2024-03-19 04:15:30.426085,completed
ORD_10269,USR_1261,2024-03-19 08:28:59.867973,completed
ORD_10270,USR_1339,2024-03-19 12:42:29.309861,cancelled
ORD_10271,USR_1307,2024-03-19 16:55:58.751750,cancelled
ORD_10272,USR_1244,2024-03-19 21:09:28.193638,completed
ORD_10273,USR_1514,2024-03-20 01:22:57.635527,completed
ORD_10274,USR_1336,2024-03-20 05:36:27.077415,returned
ORD_10275,USR_1574,2024-03-20 09:49:56.519303,completed
ORD_10276,USR_1560,2024-03-20 14:03:25.961192,completed
ORD_10277,USR_1075,2024-03-20 18:16:55.403080,returned
ORD_10278,USR_1879,2024-03-20 22:30:24.844968,completed
ORD_10279,USR_1174,2024-03-21 02:43:54.286857,completed
ORD_10280,USR_1108,2024-03-21 06:57:23.728745,completed
ORD_10281,USR_1182,2024-03-21 11:10:53.170634,completed
ORD_10282,USR_1191,2024-03-21 15:24:22.612522,completed
ORD_10283,USR_1064,2024-03-21 19:37:52.054410,completed
ORD_10284,USR_1848,2024-03-21 23:51:21.496299,completed
ORD_10285,USR_1962,2024-03-22 04:04:50.938187,completed
ORD_10286,USR_1473,2024-03-22 08:18:20.380076,completed
ORD_10287,USR_1782,2024-03-22 12:31:49.821964,completed
ORD_10288,USR_1099,2024-03-22 16:45:19.263852,completed
ORD_10289,USR_1543,2024-03-22 20:58:48.705741,completed
ORD_10290,USR_1863,2024-03-23 01:12:18.147629,completed
ORD_10291,USR_1127,2024-03-23 05:25:47.589517,completed
ORD_10292,USR_1451,2024-03-23 09:39:17.031406,completed
ORD_10293,USR_1913,2024-03-23 13:52:46.473294,completed
ORD_10294,USR_1368,2024-03-23 18:06:15.915183,completed
ORD_10295,USR_1850,2024-03-23 22:19:45.357071,completed
ORD_10296,USR_1042,2024-03-24 02:33:14.798959,cancelled
ORD_10297,USR_1883,2024-03-24 06:46:44.240848,completed
ORD_10298,USR_1418,2024-03-24 11:00:13.682736,completed
ORD_10299,USR_1487,2024-03-24 15:13:43.124624,completed
ORD_10300,USR_1077,2024-03-24 19:27:12.566513,completed
ORD_10301,USR_1825,2024-03-24 23:40:42.008401,cancelled
ORD_10302,USR_1800,2024-03-25 03:54:11.450290,completed
ORD_10303,USR_1269,2024-03-25 08:07:40.892178,completed
ORD_10304,USR_1673,2024-03-25 12:21:10.334066,completed
ORD_10305,USR_1700,2024-03-25 16:34:39.775955,completed
ORD_10306,USR_1758,2024-03-25 20:48:09.217843,completed
ORD_10307,USR_1899,2024-03-26 01:01:38.659731,completed
ORD_10308,USR_1727,2024-03-26 05:15:08.101620,completed
ORD_10309,USR_1314,2024-03-26 09:28:37.543508,completed
ORD_10310,USR_1924,2024-03-26 13:42:06.985397,returned
ORD_10311,USR_1850,2024-03-26 17:55:36.427285,cancelled
ORD_10312,USR_1901,2024-03-26 22:09:05.869173,completed
ORD_10313,USR_1888,2024-03-27 02:22:35.311062,completed
ORD_10314,USR_1992,2024-03-27 06:36:04.752950,completed
ORD_10315,USR_1944,2024-03-27 10:49:34.194838,completed
ORD_10316,USR_1167,2024-03-27 15:03:03.636727,returned
ORD_10317,USR_1338,2024-03-27 19:16:33.078615,completed
ORD_10318,USR_1192,2024-03-27 23:30:02.520504,completed
ORD_10319,USR_1452,2024-03-28 03:43:31.962392,returned
ORD_10320,USR_1282,2024-03-28 07:57:01.404280,completed
ORD_10321,USR_1335,2024-03-28 12:10:30.846169,returned
ORD_10322,USR_1389,2024-03-28 16:24:00.288057,returned
ORD_10323,USR_1999,2024-03-28 20:37:29.729945,completed
ORD_10324,USR_1524,2024-03-29 00:50:59.171834,completed
ORD_10325,USR_1239,2024-03-29 05:04:28.613722,cancelled
ORD_10326,USR_1831,2024-03-29 09:17:58.055611,returned
ORD_10327,USR_1957,2024-03-29 13:31:27.497499,completed
ORD_10328,USR_1482,2024-03-29 17:44:56.939387,returned
ORD_10329,USR_1658,2024-03-29 21:58:26.381276,completed
ORD_10330,USR_1715,2024-03-30 02:11:55.823164,completed
ORD_10331,USR_1591,2024-03-30 06:25:25.265053,returned
ORD_10332,USR_1890,2024-03-30 10:38:54.706941,completed
ORD_10333,USR_1554,2024-03-30 14:52:24.148829,cancelled
ORD_10334,USR_1457,2024-03-30 19:05:53.590718,completed
ORD_10335,USR_1088,2024-03-30 23:19:23.032606,completed
ORD_10336,USR_1659,2024-03-31 03:32:52.474494,completed
ORD_10337,USR_1094,2024-03-31 07:46:21.916383,completed
ORD_10338,USR_1451,2024-03-31 11:59:51.358271,completed
ORD_10339,USR_1427,2024-03-31 16:13:20.800160,completed
ORD_10340,USR_1150,2024-03-31 20:26:50.242048,completed
ORD_10341,USR_1513,2024-04-01 00:40:19.683936,completed
ORD_10342,USR_1375,2024-04-01 04:53:49.125825,completed
ORD_10343,USR_1021,2024-04-01 09:07:18.567713,completed
ORD_10344,USR_1882,2024-04-01 13:20:48.009601,completed
ORD_10345,USR_1312,2024-04-01 17:34:17.451490,completed
ORD_10346,USR_1996,2024-04-01 21:47:46.893378,completed
ORD_10347,USR_1839,2024-04-02 02:01:16.335267,completed
ORD_10348,USR_1518,2024-04-02 06:14:45.777155,completed
ORD_10349,USR_1205,2024-04-02 10:28:15.219043,completed
ORD_10350,USR_1951,2024-04-02 14:41:44.660932,completed
ORD_10351,USR_1374,2024-04-02 18:55:14.102820,completed
ORD_10352,USR_1450,2024-04-02 23:08:43.544708,returned
ORD_10353,USR_1625,2024-04-03 03:22:12.986597,completed
ORD_10354,USR_1783,2024-04-03 07:35:42.428485,completed
ORD_10355,USR_1594,2024-04-03 11:49:11.870374,completed
ORD_10356,USR_1178,2024-04-03 16:02:41.312262,completed
ORD_10357,USR_1209,2024-04-03 20:16:10.754150,completed
ORD_10358,USR_1499,2024-04-04 00:29:40.196039,completed
ORD_10359,USR_1463,2024-04-04 04:43:09.637927,completed
ORD_10360,USR_1839,2024-04-04 08:56:39.079815,completed
ORD_10361,USR_1123,2024-04-04 13:10:08.521704,completed
ORD_10362,USR_1992,2024-04-04 17:23:37.963592,completed
ORD_10363,USR_1112,2024-04-04 21:37:07.405481,completed
ORD_10364,USR_1011,2024-04-05 01:50:36.847369,completed
ORD_10365,USR_1125,2024-04-05 06:04:06.289257,completed
ORD_10366,USR_1564,2024-04-05 10:17:35.731146,completed
ORD_10367,USR_1330,2024-04-05 14:31:05.173034,completed
ORD_10368,USR_1900,2024-04-05 18:44:34.614922,completed
ORD_10369,USR_1282,2024-04-05 22:58:04.056811,completed
ORD_10370,USR_1139,2024-04-06 03:11:33.498699,completed
ORD_10371,USR_1400,2024-04-06 07:25:02.940588,completed
ORD_10372,USR_1901,2024-04-06 11:38:32.382476,completed
ORD_10373,USR_1096,2024-04-06 15:52:01.824364,completed
ORD_10374,USR_1516,2024-04-06 20:05:31.266253,completed
ORD_10375,USR_1568,2024-04-07 00:19:00.708141,completed
ORD_10376,USR_1923,2024-04-07 04:32:30.150030,returned
ORD_10377,USR_1845,2024-04-07 08:45:59.591918,completed
ORD_10378,USR_1068,2024-04-07 12:59:29.033806,completed
ORD_10379,USR_1117,2024-04-07 17:12:58.475695,returned
ORD_10380,USR_1887,2024-04-07 21:26:27.917583,completed
ORD_10381,USR_1058,2024-04-08 01:39:57.359471,completed
ORD_10382,USR_1032,2024-04-08 05:53:26.801360,completed
ORD_10383,USR_1317,2024-04-08 10:06:56.243248,completed
ORD_10384,USR_1049,2024-04-08 14:20:25.685137,completed
ORD_10385,USR_1879,2024-04-08 18:33:55.127025,completed
ORD_10386,USR_1488,2024-04-08 22:47:24.568913,completed
ORD_10387,USR_1018,2024-04-09 03:00:54.010802,completed
ORD_10388,USR_1725,2024-04-09 07:14:23.452690,cancelled
ORD_10389,USR_1196,2024-04-09 11:27:52.894578,cancelled
ORD_10390,USR_1890,2024-04-09 15:41:22.336467,completed
ORD_10391,USR_1449,2024-04-09 19:54:51.778355,completed
ORD_10392,USR_1989,2024-04-10 00:08:21.220244,completed
ORD_10393,USR_1558,2024-04-10 04:21:50.662132,returned
ORD_10394,USR_1678,2024-04-10 08:35:20.104020,completed
ORD_10395,USR_1451,2024-04-10 12:48:49.545909,completed
ORD_10396,USR_1288,2024-04-10 17:02:18.987797,completed
ORD_10397,USR_1140,2024-04-10 21:15:48.429685,completed
ORD_10398,USR_1083,2024-04-11 01:29:17.871574,completed
ORD_10399,USR_1693,2024-04-11 05:42:47.313462,completed
ORD_10400,USR_1390,2024-04-11 09:56:16.755351,completed
ORD_10401,USR_1590,2024-04-11 14:09:46.197239,completed
ORD_10402,USR_1214,2024-04-11 18:23:15.639127,completed
ORD_10403,USR_1525,2024-04-11 22:36:45.081016,completed
ORD_10404,USR_1214,2024-04-12 02:50:14.522904,returned
ORD_10405,USR_1402,2024-04-12 07:03:43.964792,returned
ORD_10406,USR_1127,2024-04-12 11:17:13.406681,cancelled
ORD_10407,USR_1821,2024-04-12 15:30:42.848569,returned
ORD_10408,USR_1476,2024-04-12 19:44:12.290458,completed
ORD_10409,USR_1759,2024-04-12 23:57:41.732346,completed
ORD_10410,USR_1403,2024-04-13 04:11:11.174234,completed
ORD_10411,USR_1028,2024-04-13 08:24:40.616123,returned
ORD_10412,USR_1791,2024-04-13 12:38:10.058011,completed
ORD_10413,USR_1337,2024-04-13 16:51:39.499899,completed
ORD_10414,USR_1830,2024-04-13 21:05:08.941788,completed
ORD_10415,USR_1713,2024-04-14 01:18:38.383676,completed
ORD_10416,USR_1360,2024-04-14 05:32:07.825565,completed
ORD_10417,USR_1568,2024-04-14 09:45:37.267453,completed
ORD_10418,USR_1391,2024-04-14 13:59:06.709341,completed
ORD_10419,USR_1217,2024-04-14 18:12:36.151230,completed
ORD_10420,USR_1573,2024-04-14 22:26:05.593118,completed
ORD_10421,USR_1668,2024-04-15 02:39:35.035007,completed
ORD_10422,USR_1201,2024-04-15 06:53:04.476895,cancelled
ORD_10423,USR_1016,2024-04-15 11:06:33.918783,completed
ORD_10424,USR_1321,2024-04-15 15:20:03.360672,completed
ORD_10425,USR_1517,2024-04-15 19:33:32.802560,completed
ORD_10426,USR_1569,2024-04-15 23:47:02.244448,completed
ORD_10427,USR_1324,2024-04-16 04:00:31.686337,completed
ORD_10428,USR_1411,2024-04-16 08:14:01.128225,completed
ORD_10429,USR_1317,2024-04-16 12:27:30.570114,completed
ORD_10430,USR_1680,2024-04-16 16:41:00.012002,completed
ORD_10431,USR_1964,2024-04-16 20:54:29.453890,completed
ORD_10432,USR_1081,2024-04-17 01:07:58.895779,completed
ORD_10433,USR_1473,2024-04-17 05:21:28.337667,completed
ORD_10434,USR_1467,2024-04-17 09:34:57.779555,completed
